Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
150101,2015,11/20/2015,Norwich,12 CASE ST UNIT#B7,55000.0,95000.0,0.578947368,,,,OFFICE CONDO,,
180231,2018,03/01/2019,Trumbull,678 EDISON RD,170240.0,30000.0,5.6746,Single Family,Single Family,08 - Part Interest,,,
10153,2001,05/24/2002,Old Lyme,36 ROGERS LAKE TRL,83000.0,178000.0,0.466292135,,,,,,
800019,2008,11/12/2008,Granby,16 ZIMMER RD,150570.0,189000.0,0.796666667,Single Family,Single Family,,,,
11107,2001,07/25/2002,Hartford,88-90 CLARK ST,60830.0,47150.0,1.290137858,,,13,,,
160037,2016,10/14/2016,Meriden,21 SO FIRST ST,90020.0,136000.0,0.661911765,Three Family,Three Family,25 - Other,ESTATE SALE,,
2100365,2021,11/16/2021,Stamford,123 HARBOR DRIVE #203,478400.0,700000.0,0.6834,Residential,Condo,,,,POINT (-73.531651 41.037063986)
100517,2010,09/22/2011,Middletown,795-E LONG HILL RD,133470.0,181000.0,0.737403315,Condo,Condo,,,,
10028,2001,10/22/2001,Stonington,493 PEQUOT TRL,233000.0,650000.0,0.358461538,,,,,,
70103,2007,11/16/2007,Southington,44 FAYE LANE,139720.0,252000.0,0.554444444,Single Family,Single Family,,,,
16282,2016,05/26/2017,Newtown,99 HATTERTOWN ROAD,525170.0,880000.0,0.596784091,Single Family,Single Family,,,,
21352,2002,08/21/2003,Hartford,85-87 FRANCIS AVE,51170.0,127500.0,0.401333333,,,,,,
18160176,2018,10/01/2018,Redding,127 LIMEKILN RD,344500.0,405000.0,0.850617284,Single Family,Single Family,,,,
161153,2016,05/18/2017,Stamford,77 HAVEMEYER LANE # 69,687110.0,1185000.0,0.579839662,Condo,Condo,,,,POINT (-73.56583 41.05595)
150003,2015,10/05/2015,Somers,79 MAPLE ST,125200.0,206000.0,0.60776699,Single Family,Single Family,,,,
14105,2014,06/12/2015,Prospect,15 ROY MOUNTAIN RD,204750.0,299900.0,0.682727576,Single Family,Single Family,,,,
220590,2022,05/18/2023,Hamden,15 MILES ST,100520.0,260000.0,0.3866,Residential,Single Family,07 - Change in Property,,REMODELED PER MLS - SEE PREVIOUS SALE #220232,POINT (-72.921279973 41.36457298)
124598,2012,12/21/2012,Manchester,113 MATHER STREET,112200.0,159500.0,0.703448276,Single Family,Single Family,,,,
180807,2018,08/07/2019,Greenwich,329 RIVERSIVLLE ROAD,1514100.0,2175000.0,0.6961,Single Family,Single Family,,,,
150166,2015,02/26/2016,Vernon,34 RUSSELL DR,113250.0,26000.0,4.355769231,Single Family,Single Family,09 - Tax,,,
20258,2002,07/22/2003,Canton,80 SIMONDS AVE,96960.0,155000.0,0.625548387,,,,,,
1800347,2018,03/05/2019,East Haven,5 MORTON CT,151530.0,221000.0,0.6856,Single Family,Single Family,,,,POINT (-72.84543 41.31011)
40280,2004,12/30/2004,Hamden,581 GILBERT AVE,95270.0,208000.0,0.458028846,,,,,,
14216,2014,12/22/2014,Milford,283 WOODRUFF ROAD,218550.0,321250.0,0.680311284,Single Family,Single Family,,,,
15057,2015,12/10/2015,Montville,14 BLUMENTHAL DR,32030.0,39000.0,0.821282051,Single Family,Single Family,,MOBILE HOME,,
220455,2022,02/21/2023,Norwalk,48 HOWARD AVE,282510.0,502000.0,0.5627,Residential,Two Family,,,,POINT (-73.390854976 41.108723013)
130183,2013,03/10/2014,Farmington,6 BITTERSWEET LA,214390.0,349000.0,0.614297994,Condo,Condo,,,,
210784,2021,05/23/2022,Hamden,20 CANTERBURY RD U20,177240.0,319000.0,0.5556,Residential,Condo,,,,POINT (-72.928718996 41.374678999)
30457,2003,06/30/2004,Trumbull,95 EVELYN ST,157500.0,410000.0,0.384146341,,,,,,
15022,2015,02/16/2016,Andover,94 LAKE RD,131100.0,112350.0,1.166889186,Single Family,Single Family,14 - Foreclosure,PROPERTY WAS OWNED BY THE BANK,,
60732,2006,06/11/2007,Fairfield,443 CHURCH HL RD,341530.0,497500.0,0.686492462,Single Family,Single Family,,,,
190327,2019,02/07/2020,Middletown,34 ORANGE RD,65320.0,107000.0,0.6105,Condo,Condo,,,,POINT (-72.67723 41.52535)
110043,2011,11/30/2011,Simsbury,36 FOX DEN ROAD,271860.0,612892.0,0.443569177,Single Family,Single Family,07 - Change in Property,PARTIAL CONSTRUCTION ON 10/01/2011,,
130622,2013,03/13/2014,Waterbury,214 EAST MOUNTAIN RD,72560.0,81500.0,0.890306748,Single Family,Single Family,11 - Court Order,,,
900080,2009,12/04/2009,Westport,35 BRIDGE ST UNIT # 203,123900.0,205237.0,0.603692317,,,,,,POINT (-73.36253 41.12341)
2201467,2022,08/30/2023,Stamford,124 MILL SPRING LANE,592180.0,957500.0,0.6184,Residential,Single Family,,,,POINT (-73.583090992 41.154592014)
10614,2001,10/10/2001,Stamford,945 LONG RDG RD,160930.0,425000.0,0.378658824,,,,,,
190236,2019,08/25/2020,East Windsor,51 ELM ST,19330.0,57000.0,0.3391,Single Family,Single Family,25 - Other,MOBILE HOME NOT ARMS LENGTH,,POINT (-72.61742 41.91489)
21310,2002,09/22/2003,Greenwich,58 MARY LN,329490.0,630000.0,0.523,,,,,,
50189,2005,11/03/2005,New Haven,125 OLIVE ST D 7,47950.0,100000.0,0.4795,,,,,,
10946,2001,04/01/2002,Danbury,151 SHELTER ROCK RD 55,76900.0,166000.0,0.463253012,,,,,,
150304,2015,06/15/2016,South Windsor,239 MASKEL RD,354600.0,535000.0,0.662803738,Single Family,Single Family,,,,
12104,2012,04/22/2013,Canton,97 NORTH MOUNTAIN ROAD,185510.0,224000.0,0.828169643,Single Family,Single Family,,,,
202163,2020,06/23/2021,North Haven,215 MILL RD,187480.0,315000.0,0.5951,Residential,Single Family,,,,POINT (-72.8384 41.38134)
30631,2003,03/02/2004,Meriden,422 CROWN ST,84910.0,90000.0,0.943444444,,,,,,
190125,2019,11/19/2019,Norwich,258 TAFTVILLE-OCCUM RD,22800.0,61000.0,0.3738,Single Family,Single Family,,MOBILE HOME,,
40646,2004,12/20/2004,Waterbury,233 WOODTICK RD,60200.0,115000.0,0.523478261,,,,,,
1500053,2015,10/09/2015,Stamford,47 CENTER STREET,215590.0,410000.0,0.525829268,Two Family,Two Family,,,,
200486,2020,01/13/2021,Danbury,26 SADDLE ROCK RD,222300.0,346000.0,0.6424,Residential,Single Family,,E08012,,POINT (-73.49686 41.42409)
40324,2004,05/19/2005,Windham,431 WINDHAM BACK RD,89480.0,209900.0,0.426298237,,,,,,
10001,2001,10/01/2001,North Stonington,50 POND DR,74480.0,125000.0,0.59584,,,,,,
30164,2003,03/19/2004,Colchester,60 STONE RDG RD,125800.0,235000.0,0.535319149,,,,,,
60624,2006,09/07/2007,New Milford,281 CANDLEWOOD MOUNTAIN ROAD,48790.0,95000.0,0.513578947,,,,,,
900409,2009,08/27/2010,Farmington,7 ST ANDREWS DR,803680.0,955000.0,0.841549738,Single Family,Single Family,,,,
20905,2002,09/08/2003,Wallingford,210 JUDD SQ CONDO,26300.0,60000.0,0.438333333,,,,,,
40033,2004,10/06/2004,Waterbury,218 MACAULEY AVE,53060.0,83000.0,0.639277108,,,3,,,
200589,2020,06/09/2021,Enfield,263 PEARL ST,117830.0,220000.0,0.5355,Residential,Single Family,,,,POINT (-72.598 41.98527)
20065,2002,10/09/2002,New Haven,293 GREENWICH AVE,47670.0,50990.0,0.934889194,,,,,,POINT (-72.93261 41.28703)
160213,2016,06/01/2017,Windham,462 & 452 NORTH ST,103370.0,112000.0,0.922946429,Single Family,Single Family,,,,
180112,2018,03/26/2019,Putnam,163 MECHANICS ST,25600.0,25500.0,1.0039,,,,,,
140930,2014,05/29/2015,Norwalk,"100 WOLFPIT AVE, UNIT# 24",184690.0,257500.0,0.717242718,Condo,Condo,,,,
60826,2006,01/17/2007,Bridgeport,1023 RESERVOIR AVE,97860.0,248000.0,0.394596774,Single Family,Single Family,,,,POINT (-73.19191 41.21437)
10412,2010,08/02/2011,Glastonbury,302 KINNE RD,472000.0,667500.0,0.707116105,Single Family,Single Family,25 - Other,RELOCATION SALE,,
2100053,2021,10/22/2021,New Milford,18 CHERNISKE RD,225540.0,391500.0,0.576091954,Residential,Single Family,,SALES RATIO,,POINT (-73.417343969 41.666160017)
60730,2006,08/23/2007,Glastonbury,39 KNOLLWOOD DR,147200.0,335000.0,0.439402985,Single Family,Single Family,,,,
70669,2007,07/09/2008,Meriden,146 FINCH AVE,247080.0,81000.0,3.05037037,,,06 - Portion of Property,,,
180067,2018,11/30/2018,Waterford,688 VAUXHALL ST EXT,164250.0,267000.0,0.6151,Single Family,Single Family,,,,
160323,2016,07/14/2017,Madison,14 ROBIN RIDGE DRIVE,192299.0,240000.0,0.801245833,Single Family,Single Family,25 - Other,estate sale,,
210026,2021,10/20/2021,Seymour,8 ROOSEVELT DR,119280.0,280000.0,0.426,Residential,Single Family,,,,POINT (-73.123701007 41.346359021)
10360,2001,12/20/2001,Norwalk,105 NEWTOWN AVE,179550.0,349900.0,0.513146613,,,,,,
160211,2016,09/08/2017,Windsor Locks,101 OAK RIDGE DRIVE,92300.0,150000.0,0.6153,Condo,Condo,,,,
91259,2009,07/20/2010,Bridgeport,680 DEWEY STREET,167810.0,78000.0,2.151410256,Three Family,Three Family,14 - Foreclosure,FORECLOSURE,,
150013,2015,10/28/2015,Kent,184 BULLS BRIDGE RD,116900.0,211500.0,0.552718676,Single Family,Single Family,,,,POINT (-73.49661 41.6794)
200132,2020,02/18/2021,Windham,51 CHURCH ST,139140.0,229000.0,0.6075,Commercial,,,,,
190041,2019,10/16/2019,West Hartford,7 WOODMONT ROAD,162540.0,142000.0,1.1446,Single Family,Single Family,25 - Other,,BELOW MARKET PURCHASE TO FLIP,
200123,2020,10/22/2020,Milford,38 WILSHIRE BLVD,204140.0,332500.0,0.6139,Residential,Single Family,,,,POINT (-73.08275 41.20379)
190304,2019,11/19/2019,Bridgeport,84 RAINBOW RD,128210.0,210000.0,0.6105,Single Family,Single Family,,,,
20057,2002,11/14/2002,New Fairfield,2 C I CAUSEWAY,200550.0,402700.0,0.498013409,,,,,,
22845,2002,09/08/2003,Bridgeport,53 5 BUTLER AVE,65804.0,207000.0,0.31789372,,,,,,
100129,2010,12/02/2010,West Hartford,133 ELMFIELD ST,150800.0,214900.0,0.701721731,Single Family,Single Family,,,,
160216,2016,08/01/2017,Cromwell,4 CHEROKEE COURT,109080.0,154000.0,0.708311688,Condo,Condo,,2 Parcels (Condo and Garage),,
40086,2004,12/09/2004,Griswold,1768 GLASGO RD,143430.0,315500.0,0.454611727,,,,,,POINT (-71.89194 41.56365)
180447,2018,04/12/2019,New Haven,1243A ELLA T GRASSO BLVD,29050.0,27000.0,1.0759,Condo,Condo,25 - Other,BELOW MARKET,,POINT (-72.95255 41.31192)
220310,2022,11/18/2022,Branford,14 KELSEY'S ISLAND,15900.0,4750.0,3.3473,Residential,Single Family,25 - Other,CABIN ONLY/SOLD TO OWNER OF ISLAND,,POINT (-72.85316 41.2501)
19268,2019,12/26/2019,Hartford,84 GOODWIN CIR #015H,166040.0,273900.0,0.6062,Condo,Condo,14 - Foreclosure,BANK SALE,,
40051,2004,03/01/2005,Easton,47 ROCKY RDG RD,408380.0,650000.0,0.628276923,,,,,,
80078,2008,12/23/2008,Bloomfield,4 WOODLAND AVE,89140.0,104000.0,0.857115385,Single Family,Single Family,14 - Foreclosure,,,
170632,2017,08/24/2018,Enfield,41 SAPPHIRE ST,156160.0,264000.0,0.5915,Single Family,Single Family,,,,
15084,2015,06/17/2016,New Hartford,24 LIVERY POOL ROAD,171920.0,220000.0,0.781454545,Single Family,Single Family,10 - A Will,,,
22032,2022,10/27/2022,Watertown,15 RADNOR LN,115200.0,200000.0,0.576,Residential,Single Family,25 - Other,ESTATE SALE,,POINT (-73.09987201 41.586416979)
49966,2004,02/09/2005,Manchester,91 ELM ST,7368600.0,21340000.0,0.34529522,,,,,,
15135,2015,05/18/2016,Wilton,213 NEW CANAAN RD,333830.0,304238.0,1.097265956,Single Family,Single Family,14 - Foreclosure,,,
10127,2001,03/22/2002,Stafford,68 & 70 GILBERT RD,41650.0,70000.0,0.595,,,,,,POINT (-72.392 42.02619)
180100,2018,10/23/2018,Danbury,119 WESTVILLE AV,150900.0,235000.0,0.6421,Single Family,Single Family,,G14103,,
170119,2017,09/21/2018,Thomaston,63 MASON HILL RD,88690.0,55000.0,1.6125,Single Family,Single Family,14 - Foreclosure,,,
20173,2002,03/31/2003,Ellington,139 PINNACLE RD,120580.0,42000.0,2.870952381,,,1.0,,,
1700044,2017,09/04/2018,Voluntown,1 TANGLEWOOD LANE,94050.0,159000.0,0.5915,Single Family,Single Family,,,,POINT (-71.81132 41.57719)
190710,2019,07/09/2020,Killingly,2 FRONTAGE POINTE,41720.0,73500.0,0.5676,Condo,Condo,,,,
40470,2004,09/26/2005,Montville,120D WOODLAND DR,39280.0,120000.0,0.327333333,,,,,,
2200015,2022,10/20/2022,Plymouth,346 LAKE PLYMOUTH BOULEVARD,217490.0,420000.0,0.5178,Residential,Single Family,,,,POINT (-73.049266018 41.650276017)
170101,2017,11/27/2017,New Haven,100 HALL STREET,165130.0,265000.0,0.623132075,Single Family,Single Family,,,,
20682,2020,07/30/2021,Ridgefield,49 PINE MOUNTAIN ROAD,381350.0,415000.0,0.9189,Residential,Single Family,25 - Other,REVAL ERROR,,
170174,2017,11/29/2017,West Hartford,65 CASSANDRA BLVD #105,156030.0,225000.0,0.693466667,Condo,Condo,,,,
51040,2005,01/18/2006,Waterbury,366 SCHRAFFTS DR UT 315,6020.0,28000.0,0.215,,,,,,
140167,2014,03/16/2015,Waterford,69 VIVIAN ST,107080.0,90000.0,1.189777778,Single Family,Single Family,25 - Other,short sale,,
40781,2004,09/02/2005,Windsor,312 HIGH PATH RD,65730.0,142000.0,0.462887324,,,,,,
180058,2018,07/16/2019,Pomfret,440 BROOKLYN RD,62000.0,30956.0,2.0028,,,25 - Other,"ON MARKET FOR 5 YEARS, MAY NOT BE BUILDABLE",,
220154,2022,06/21/2023,Clinton,59 OLD POST RD #DR1,130100.0,275600.0,0.472,Residential,Condo,,,,POINT (-72.503361969 41.281382004)
110334,2011,07/16/2012,Farmington,RAILROAD AV LOT 4,9170.0,13100.0,0.7,,,,,,
21384,2021,06/14/2022,Farmington,218 NEW BRITAIN AV,75520.0,178000.0,0.4242,Residential,Condo,,,,POINT (-72.878438976 41.751758988)
80448,2008,07/06/2009,Stratford,125 LORDSHIP RD,237930.0,400000.0,0.594825,Single Family,Single Family,,,,
150300,2015,08/04/2016,Bethel,13 BLACKMAN AVENUE,160550.0,70000.0,2.293571429,Single Family,Single Family,07 - Change in Property,FIRE DAMAGE SOLD AS IS,,
210257,2021,03/15/2022,Newington,79 HAWLEY ST,126710.0,245000.0,0.5171,Residential,Single Family,,,,POINT (-72.720629029 41.701186021)
120134,2012,12/31/2012,Shelton,23 BRIDGEPORT AVENUE,151480.0,265500.0,0.570546139,Single Family,Single Family,01 - Family,,,POINT (-73.09632 41.31342)
210840,2021,03/01/2022,West Haven,207 BENHAM HILL RD,128870.0,216000.0,0.5966,Residential,Single Family,,,,POINT (-72.984696027 41.248358982)
121067,2012,07/08/2013,Bridgeport,316 BOND STREET,183390.0,112000.0,1.637410714,Four Family,Four Family,25 - Other,SOLD BELOW MARKET VALUE,,
21206,2002,08/18/2003,Milford,89 ORLAND ST,76510.0,210000.0,0.364333333,,,,,,
90028,2009,12/14/2009,Hebron,33 NORTHAM RD,190510.0,223000.0,0.854304933,Single Family,Single Family,,,,
51160,2005,07/10/2006,Meriden,530 S COLONY ST,66640.0,148300.0,0.449359407,,,14,,,
40430,2004,11/08/2004,Bridgeport,60 PLATT PL,148890.0,291000.0,0.511649485,,,,,,
10044,2001,07/26/2002,Chaplin,18 CHAPPELL ST EXT,61000.0,69000.0,0.884057971,,,25,,,
180183,2018,07/01/2019,Coventry,20 VIEW TR,107800.0,187000.0,0.5764,Single Family,Single Family,,#NAME?,,
70293,2007,03/14/2008,Norwich,38 BROOKSIDE DR,69000.0,398857.0,0.172994331,Single Family,Single Family,07 - Change in Property,,,POINT (-72.10691 41.56557)
190278,2019,02/06/2020,Norwich,30 LAMBERT DR,101000.0,108111.0,0.9342,Single Family,Single Family,14 - Foreclosure,,,
50215,2005,11/22/2005,New Britain,96 SEXTON ST,78330.0,52083.0,1.503945625,,,8,,,
90694,2009,08/02/2010,Hartford,28 SCHOOL ST,17930.0,229000.0,0.078296943,Two Family,Two Family,07 - Change in Property,NEW CONSTRUCTION,,
70032,2007,11/15/2007,Colchester,102 DEER RUN DR,265900.0,369900.0,0.718842931,Single Family,Single Family,,,,
190036,2019,05/21/2020,Roxbury,294 PAINTER HILL RD,639190.0,1411097.0,0.453,Single Family,Single Family,,,,
12057,2001,07/23/2002,Stamford,45 EIGHT ST,184800.0,440000.0,0.42,,,,,,
140254,2014,09/08/2015,Wolcott,234 BOUND LINE RD,244530.0,360000.0,0.67925,Single Family,Single Family,,NOTHING TO INDICATE OTHER THAN ARM'S LENGTH TRANSACTION,,
10781,2001,03/22/2002,Stratford,33A ALGONQUIN LN,102550.0,165000.0,0.621515152,,,,,,POINT (-73.11118 41.24899)
150624,2015,08/29/2016,Middletown,34 WINDY HILL DR,145170.0,114200.0,1.271190893,Single Family,Single Family,14 - Foreclosure,,,
150669,2015,09/16/2016,Middletown,24 BRAEBURN LA,89460.0,55000.0,1.626545455,Single Family,Single Family,25 - Other,SALE NOT SUBJECT TO MARKET,,
130037,2013,12/17/2013,Stafford,91 UPPER RD,36400.0,45000.0,0.808888889,,,28 - Use Assessment,,,
201469,2020,04/23/2021,Waterbury,54 NEW HAVEN AVE,64250.0,74850.0,0.858383434,Residential,Three Family,08 - Part Interest,,,
80508,2008,06/19/2009,Hamden,1191 DIXWELL AVE,1210720.0,1925000.0,0.628945455,,,,,,
49001,2004,09/30/2005,Middlebury,110 YALE AVE,113910.0,330000.0,0.345181818,,,29,,,
200751,2020,09/30/2021,Trumbull,124 MAYFIELD DR,195930.0,360000.0,0.5442,Residential,Condo,,,,POINT (-73.22011 41.25649)
50947,2005,09/01/2006,Norwich,31 FLYERS DR,101000.0,200000.0,0.505,,,,,,
50472,2005,05/16/2006,Groton,65 C ST,21630.0,35000.0,0.618,,,,,,
20280,2002,11/19/2002,New Haven,33 ADMIRAL ST,57400.0,127000.0,0.451968504,,,,,,POINT (-72.93157 41.32017)
30907,2003,08/26/2004,Wallingford,54 JUDD SQ,32700.0,100000.0,0.327,,,,,,
120057,2012,11/15/2012,Vernon,105-40 MAPLE AVE,129020.0,142500.0,0.905403509,Condo,Condo,,,,
12016,2012,10/22/2012,Canton,64 COUNTRY LANE,35290.0,22000.0,1.604090909,,,08 - Part Interest,,,
140037,2014,07/01/2015,Ashford,37 & 49 NORTH RD,272400.0,360000.0,0.756666667,Single Family,Single Family,24 - Plottage,2 ABUTTING PARCELS,,
140150,2014,01/06/2015,Middletown,20 LAUREL ST,94970.0,123000.0,0.772113821,Single Family,Single Family,,,,
41484,2004,06/27/2005,Danbury,KOHANZA ST 3-51,80100.0,190000.0,0.421578947,,,,,,
120001,2012,10/02/2012,Middlebury,112 BAYBERRY TERR,229800.0,335000.0,0.685970149,Single Family,Single Family,,RANCH,,
220175,2022,12/14/2022,Greenwich,1465 EAST PUTNAM AVENUE #605,251930.0,402500.0,0.6259,Residential,Condo,,,,POINT (-73.57007398 41.047452013)
131137,2013,06/23/2014,Stamford,157 DANNELL DRIVE,306960.0,545000.0,0.563229358,Single Family,Single Family,,,,
160377,2016,08/01/2017,Simsbury,83 STRATTON FOREST WAY,172760.0,288000.0,0.599861111,Condo,Condo,,PUD,,POINT (-72.82358 41.86759)
221184,2022,06/30/2023,Fairfield,115 FOREST AVENUE,548800.0,1065000.0,0.5153,Residential,Condo,,,,POINT (-73.250468994 41.132519991)
20361,2020,01/13/2021,New Britain,1475 STANLEY ST,123900.0,290000.0,0.4272,Residential,Two Family,,,,
10285,2001,06/24/2002,North Haven,4 EATON ST,66710.0,120000.0,0.555916667,,,,,,POINT (-72.86644 41.34972)
160020,2016,11/15/2016,North Branford,256 SEA HILL RD,166200.0,215000.0,0.773023256,Single Family,Single Family,,,,
40563,2004,04/28/2005,Wallingford,21 DANNY'S WAY,73800.0,150000.0,0.492,,,,,,
41685,2004,05/11/2005,Southington,7 RIDGE DR,137480.0,295000.0,0.466033898,,,,,,POINT (-72.89847 41.59579)
50239,2005,04/13/2006,Guilford,63 TUPELO LN,365020.0,857900.0,0.425480825,,,7,,,
12040,2012,10/15/2012,Milford,65 JASMINE CIRCLE,327380.0,505000.0,0.648277228,Condo,Condo,,,,
20102,2002,02/07/2003,Coventry,24 STONECROFT LN,0.0,68000.0,0.0,,,,,,
21001,2021,10/01/2021,North Stonington,12 N ANGUILLA RD,227290.0,515000.0,0.441339806,Residential,Single Family,28 - Use Assessment,ACRES IN FARM LAND,,POINT (-71.870962964 41.419528006)
170001,2017,10/02/2017,New Fairfield,56 BEAVER BOG,278900.0,395000.0,0.706075949,Single Family,Single Family,,,,
61164,2006,06/26/2007,Norwalk,150 EAST AVE,482580.0,1180000.0,0.408966102,,,,,,
180848,2018,08/21/2019,Manchester,16 CHARIS ROAD,151600.0,218000.0,0.6954,Single Family,Single Family,,,,
20204,2002,03/18/2003,Wethersfield,115 BROOKSIDE CIR,61800.0,111500.0,0.55426009,,,,,,
120245,2012,04/24/2013,Norwich,1 TRADING COVE CIR,122000.0,148000.0,0.824324324,Single Family,Single Family,,,,
170235,2017,08/07/2018,Plymouth,53 EASTVIEW RD,61940.0,28000.0,2.212142857,Single Family,Single Family,25 - Other,,"PER MLS SALE PRICE = $23,500 TO INCLUDE ALL CONTENTS. NEEDS RENOVATION OR TEAR DOWN.",
70089,2007,11/06/2007,Hartford,16-20 TOWNLEY ST,8690.0,43000.0,0.202093023,Condo,Condo,,,,
40027,2004,06/06/2005,Cornwall,FLAT ROCKS RD,46750.0,182500.0,0.256164384,,,,,,
120108,2012,08/22/2013,Putnam,17 INTERVALE STREET,82800.0,107500.0,0.770232558,Single Family,Single Family,,,,
60148,2006,05/09/2007,New Fairfield,8 RED FOX COURT,866800.0,1214000.0,0.714003295,Single Family,Single Family,07 - Change in Property,,,POINT (-73.47988 41.47478)
10166,2001,10/19/2001,Bridgeport,41 SEDGEWICK ST,66220.0,99500.0,0.665527638,,,,,,
180532,2018,05/01/2019,Manchester,19 IVY DRIVE,179100.0,247835.46,0.7226,Single Family,Single Family,18 - In Lieu Of Foreclosure,DEED IN LIEU OF FORECLOSURE,,POINT (-72.47696 41.80823)
150068,2015,11/19/2015,Vernon,158 BLUE RIDGE DR,212850.0,335000.0,0.635373134,Single Family,Single Family,,,,
140047,2014,12/17/2014,North Branford,34 BRIARWOOD DR,184600.0,288500.0,0.639861352,Single Family,Single Family,,,,
200561,2020,07/02/2021,East Haven,7 NORTHEAST DR,174030.0,363500.0,0.4787,Residential,Single Family,,,,
1901312,2019,07/22/2020,Stamford,355 SYLVAN KNOLL ROAD,11259520.0,242000.0,46.5269,,,08 - Part Interest,SYLVAN KNOLL SECTION II INC CO-OPERATIVE,,
100157,2010,04/29/2011,Avon,7 DEER RUN,563960.0,769000.0,0.73336801,Single Family,Single Family,,,,
50175,2005,11/15/2005,West Hartford,66 TIMBERWOOD RD,139510.0,340000.0,0.410323529,,,,,,
70320,2007,09/24/2008,New London,63 LINCOLN AVE,112140.0,179900.0,0.623346304,Two Family,Two Family,14 - Foreclosure,,,
170640,2017,05/15/2018,Stratford,360 CIRCLE DR,224480.0,348000.0,0.645,Single Family,Single Family,,,,
11063,2011,02/15/2012,Wilton,40 WARNCKE RD,861490.0,865000.0,0.995942197,Single Family,Single Family,,,,
100046,2010,12/07/2010,New Canaan,33 BICKFORD LANE,890050.0,875000.0,1.0172,Single Family,Single Family,25 - Other,This was a short sale,,POINT (-73.50153 41.12302)
1901341,2019,07/28/2020,Stamford,337 HAIG AVENUE,392260.0,597500.0,0.6565,Single Family,Single Family,,,,
160205,2016,07/31/2017,Old Lyme,5 SWANSWOOD LA,316300.0,475000.0,0.665894737,Single Family,Single Family,,,,
220002,2022,10/03/2022,Newington,28 JEFFERSON CT,171110.0,382000.0,0.4479,Residential,Single Family,,,,POINT (-72.732893011 41.712928983)
210319,2021,12/06/2021,Danbury,9 HIGH ST EXT,141800.0,225000.0,0.6302,Residential,Single Family,,K15069,,POINT (-73.432175998 41.386202984)
